,id,retweet_count,favorite_count
951,751950017322246144,1039,3360
952,751937170840121344,1497,5682
953,751830394383790080,2178,6319
954,751793661361422336,3258,6378
955,751598357617971201,3372,8572
956,751583847268179968,1246,4791
957,751538714308972544,1412,5467
958,751456908746354688,1104,3477
959,751251247299190784,6552,13581
960,751205363882532864,2038,6853
961,751132876104687617,1455,5531
962,750868782890057730,1556,5217
963,750719632563142656,5624,14384
964,750506206503038976,1283,4847
965,750429297815552001,4823,14320
966,750383411068534784,1274,4930
967,750381685133418496,35,748
968,750147208377409536,1077,3360
969,750132105863102464,1406,3939
970,750117059602808832,1441,4679
971,750101899009982464,937,3300
972,750086836815486976,607,2358
973,750071704093859840,3727,8517
974,750056684286914561,992,3391
975,750041628174217216,690,3447
976,750026558547456000,875,2943
977,750011400160841729,1013,3520
978,749996283729883136,898,3281
979,749981277374128128,2728,5543
980,749774190421639168,1466,5042
981,749417653287129088,1867,6618
982,749403093750648834,609,2847
983,749395845976588288,3860,9336
984,749317047558017024,2462,5960
985,749075273010798592,2306,6256
986,749064354620928000,1685,5197
987,749036806121881602,874,3364
988,748977405889503236,3803,11661
989,748932637671223296,2504,6348
990,748705597323898880,1049,2997
991,748699167502000129,1779,5135
992,748692773788876800,1472,4588
993,748575535303884801,2220,6577
994,748568946752774144,753,2370
995,748346686624440324,1380,5652
996,748337862848962560,4596,8321
997,748324050481647620,851,4018
998,748307329658011649,797,3976
999,748220828303695873,8661,15289
1000,747963614829678593,2399,6284
1001,747933425676525569,2840,7180
1002,747885874273214464,1099,3191
1003,747844099428986880,831,3036
1004,747816857231626240,1294,5264
1005,747651430853525504,175,1494
1006,747648653817413632,6491,13970
1007,747600769478692864,606,2515
1008,747594051852075008,1179,3990
1009,747512671126323200,1760,6024
1010,747461612269887489,1156,4191
1011,747439450712596480,2146,5892
1012,747242308580548608,3199,0
1013,747219827526344708,1747,5711
1014,747204161125646336,1018,3665
1015,747103485104099331,4452,10385
1016,746906459439529985,331,3116
1017,746872823977771008,2383,6483
1018,746818907684614144,1907,5720
1019,746790600704425984,1773,5269
1020,746757706116112384,4332,10330
1021,746726898085036033,1993,6538
1022,746542875601690625,2065,5439
1023,746521445350707200,1089,0
1024,746507379341139972,1201,5019
1025,746369468511756288,1825,6537
1026,746131877086527488,2449,7444
1027,746056683365994496,913,3838
1028,745789745784041472,1182,4364
1029,745712589599014916,2581,7527
1030,745433870967832576,2820,7685
1031,745422732645535745,2710,9257
1032,745314880350101504,3067,7733
1033,745074613265149952,3893,8461
1034,745057283344719872,2533,7819
1035,744995568523612160,699,3227
1036,744971049620602880,2978,8505
1037,744709971296780288,1725,6043
1038,744334592493166593,2376,7298
1039,744234799360020481,77979,129087
1040,744223424764059648,415,1837
1041,743980027717509120,1208,4483
1042,743895849529389061,1060,3932
1043,743835915802583040,2327,0
1044,743609206067040256,1526,4839
1045,743595368194129920,7286,19945
1046,743545585370791937,1044,3803
1047,743510151680958465,4089,8519
1048,743253157753532416,1336,4549
1049,743222593470234624,2109,6681
1050,743210557239623680,1511,4140
1051,742534281772302336,3933,7607
1052,742528092657332225,2198,4804
1053,742465774154047488,4293,7824
1054,742423170473463808,4219,10645
1055,742385895052087300,2207,7331
1056,742161199639494656,1518,4683
1057,742150209887731712,1737,5564
1058,741793263812808706,1668,4900
1059,741743634094141440,3066,8814
1060,741438259667034112,922,3958
1061,741303864243200000,3575,9478
1062,741099773336379392,6119,10813
1063,741067306818797568,3431,10179
1064,740995100998766593,3079,6911
1065,740711788199743490,1035,3681
1066,740699697422163968,864,3058
1067,740676976021798912,7530,19556
1068,740373189193256964,14742,37375
1069,740365076218183684,483,2674
1070,740359016048689152,945,3560
1071,740214038584557568,2174,7203
1072,739979191639244800,6558,21513
1073,739932936087216128,1192,4373
1074,739844404073074688,938,4079
1075,739623569819336705,1512,4105
1076,739606147276148736,1839,5814
1077,739544079319588864,23775,42923
1078,739485634323156992,3249,7755
1079,739238157791694849,51318,73858
1080,738891149612572673,6,115
1081,738885046782832640,1255,4053
1082,738883359779196928,895,3604
1083,738537504001953792,1728,5486
1084,738402415918125056,939,3531
1085,738184450748633089,1334,4654
1086,738166403467907072,3759,9472
1087,738156290900254721,733,2726
1088,737826014890496000,1962,5664
1089,737800304142471168,3824,10763
1090,737678689543020544,1477,5428
1091,737445876994609152,4944,11113
1092,737322739594330112,886,3880
1093,737310737551491075,8184,15805
1094,736736130620620800,1927,4648
1095,736392552031657984,8222,19152
1096,736365877722001409,1373,4312
1097,736225175608430592,3052,8742
1098,736010884653420544,3273,8516
1099,735991953473572864,1268,3874
1100,735648611367784448,1207,4322
1101,735635087207878657,2607,6671
1102,735274964362878976,5617,13991
1103,735256018284875776,973,3618
1104,735137028879360001,1068,3367
1105,734912297295085568,568,2939
1106,734787690684657664,6959,13530
1107,734776360183431168,599,2695
1108,734559631394082816,438,1612
1109,733828123016450049,860,3865
1110,733822306246479872,1115,3955
1111,733482008106668032,1048,3377
1112,733460102733135873,1413,4525
1113,733109485275860992,17484,45689
1114,732732193018155009,589,2625
1115,732726085725589504,978,3799
1116,732585889486888962,850,3962
1117,732375214819057664,2773,8700
1118,732005617171337216,6028,16060
1119,731285275100512256,1076,3747
1120,731156023742988288,1398,4124
1121,730924654643314689,2185,6580
1122,730573383004487680,2380,5303
1123,730427201120833536,1152,3737
1124,730211855403241472,1154,4115
1125,730196704625098752,2123,5251
1126,729854734790754305,1230,4322
1127,729838605770891264,421,1831
1128,729823566028484608,1367,4291
1129,729463711119904772,2536,6237
1130,729113531270991872,362,2025
1131,728986383096946689,898,3410
1132,728760639972315136,1871,5013
1133,728751179681943552,743,2998
1134,728653952833728512,1149,3562
1135,728409960103686147,2220,5296
1136,728387165835677696,1050,3943
1137,728046963732717569,1295,4640
1138,728035342121635841,1839,4881
1139,728015554473250816,1204,4411
1140,727685679342333952,698,3150
1141,727644517743104000,1923,6334
1142,727524757080539137,1352,4807
1143,727314416056803329,823,3563
1144,727286334147182592,902,3264
1145,727175381690781696,1502,4151
1146,727155742655025152,1461,3910
1147,726935089318363137,2691,7392
1148,726887082820554753,1657,4121
1149,726828223124897792,1106,3815
1150,726224900189511680,1274,4737
1151,725842289046749185,2910,7571
1152,725786712245440512,1492,4465
1153,725729321944506368,1957,5565
1154,725458796924002305,684,1512
1155,724983749226668032,1435,3974
1156,724771698126512129,708,2548
1157,724405726123311104,1812,5698
1158,724049859469295616,1943,4655
1159,724046343203856385,609,2859
1160,724004602748780546,1743,4488
1161,723912936180330496,1347,4173
1162,723688335806480385,3275,8293
1163,723673163800948736,985,3243
1164,723179728551723008,2065,5683
1165,722974582966214656,1726,4408
1166,722613351520608256,1797,5310
1167,721503162398597120,2071,4995
1168,721001180231503872,677,2711
1169,720785406564900865,847,3343
1170,720775346191278080,745,2652
1171,720415127506415616,1641,4426
1172,720389942216527872,2772,6872
1173,720340705894408192,1074,3073
1174,720059472081784833,1243,4169
1175,720043174954147842,2202,5257
1176,719991154352222208,1931,5196
1177,719704490224398336,1591,4889
1178,719551379208073216,2129,5417
1179,719367763014393856,812,2985
1180,719339463458033665,1370,4729
1181,719332531645071360,1050,3657
1182,718971898235854848,1210,3746
1183,718939241951195136,1929,5617
1184,718631497683582976,8902,20348
1185,718613305783398402,531,2625
1186,718540630683709445,1112,2673
1187,718460005985447936,586,2897
1188,718454725339934721,1654,5227
1189,718246886998687744,556,2066
1190,718234618122661888,1101,4145
1191,717841801130979328,656,2622
1192,717790033953034240,1244,3113
1193,717537687239008257,2023,6179
1194,717428917016076293,502,1713
1195,717421804990701568,930,3383
1196,717047459982213120,2095,6726
1197,717009362452090881,1081,3508
1198,716802964044845056,1289,4571
1199,716791146589110272,1523,5919
1200,716730379797970944,467,1318
1201,716447146686459905,6471,14082
1202,716439118184652801,242,2531
1203,716285507865542656,1196,2986
1204,716080869887381504,1913,5239
1205,715928423106027520,968,3437
1206,715758151270801409,1568,4010
1207,715733265223708672,1869,5005
1208,715704790270025728,622,3009
1209,715696743237730304,1421,4187
1210,715680795826982913,1784,4635
1211,715360349751484417,1731,5861
1212,715342466308784130,756,3242
1213,715220193576927233,724,2583
1214,715200624753819648,2070,5494
1215,715009755312439296,1366,4476
1216,714982300363173890,1134,4027
1217,714962719905021952,4707,7897
1218,714957620017307648,1558,4437
1219,714631576617938945,1099,3506
1220,714606013974974464,1023,3882
1221,714485234495041536,1284,2915
1222,714258258790387713,792,3225
1223,714251586676113411,926,3506
1224,714214115368108032,968,2438
1225,714141408463036416,1539,4609
1226,713919462244790272,854,3500
1227,713909862279876608,600,2043
1228,713900603437621249,819,3023
1229,713761197720473600,1517,5228
1230,713411074226274305,1418,4719
1231,713177543487135744,3121,7731
1232,713175907180089344,1599,4784
1233,712809025985978368,7430,20008
1234,712717840512598017,5483,13273
1235,712668654853337088,1340,4462
1236,712438159032893441,1716,5710
1237,712309440758808576,26,265
1238,712097430750289920,1153,4083
1239,712092745624633345,997,3162
1240,712085617388212225,542,3474
1241,712065007010385924,693,2418
1242,711998809858043904,137,0
1243,711968124745228288,2544,8638
1244,711743778164514816,1084,3053
1245,711732680602345472,4541,9583
1246,711694788429553666,20095,35289
1247,711652651650457602,1015,4157
1248,711363825979756544,1259,3923
1249,711306686208872448,804,3539
1250,711008018775851008,691,3217
1251,710997087345876993,1537,4887
1252,710844581445812225,754,2738
1253,710833117892898816,591,2892
1254,710658690886586372,625,2473
1255,710609963652087808,2579,5147
1256,710588934686908417,2065,4894
1257,710296729921429505,814,2539
1258,710283270106132480,568,2278
1259,710272297844797440,1387,4856
1260,710269109699739648,1235,2576
1261,710153181850935296,980,3114
1262,710140971284037632,983,2973
1263,710117014656950272,2199,5909
1264,709918798883774466,1187,3199
1265,709901256215666688,109,721
1266,709852847387627521,1313,3764
1267,709566166965075968,1338,3792
1268,709556954897764353,1174,3530
1269,709519240576036864,267,1596
1270,709449600415961088,653,2391
1271,709409458133323776,767,2818
1272,709225125749587968,632,2577
1273,709207347839836162,6428,13541
1274,709198395643068416,706,2591
1275,709179584944730112,745,2169
1276,709158332880297985,459,2198
1277,709042156699303936,1817,5123
1278,708853462201716736,724,1923
1279,708845821941387268,988,3184
1280,708834316713893888,554,1824
1281,708810915978854401,7661,17736
1282,708738143638450176,896,2940
1283,708711088997666817,806,2741
1284,708479650088034305,749,2729
1285,708469915515297792,903,3306
1286,708400866336894977,11121,17214
1287,708356463048204288,1492,3883
1288,708349470027751425,813,2523
1289,708149363256774660,1693,4581
1290,708130923141795840,927,3647
1291,708119489313951744,1076,2889
1292,708109389455101952,596,2080
1293,708026248782585858,2121,4694
1294,707995814724026368,1238,3332
1295,707983188426153984,2,51
1296,707969809498152960,1073,2897
1297,707776935007539200,1049,3522
1298,707741517457260545,675,2677
1299,707738799544082433,2724,4411
1300,707693576495472641,1104,3687
1301,707629649552134146,968,2776
1302,707610948723478529,7090,18261
1303,707420581654872064,774,2449
1304,707411934438625280,661,2442
1305,707387676719185920,1447,3774
1306,707377100785885184,1188,3533
1307,707315916783140866,709,2653
1308,707297311098011648,885,2959
1309,707059547140169728,747,2761
1310,707038192327901184,884,2365
1311,707021089608753152,1515,4363
1312,707014260413456384,652,2468
1313,706904523814649856,8650,15685
1314,706901761596989440,665,2225
1315,706681918348251136,1067,3563
1316,706644897839910912,1204,2775
1317,706593038911545345,694,2319
1318,706538006853918722,1552,3716
1319,706516534877929472,1134,3336
1320,706346369204748288,1015,3706
1321,706310011488698368,8821,23071
1322,706291001778950144,513,1827
1323,706265994973601792,1010,2925
1324,706169069255446529,2455,4217
1325,706166467411222528,1776,5531
1326,706153300320784384,424,1606
1327,705975130514706432,821,3338
1328,705970349788291072,988,3376
1329,705898680587526145,626,2550
1330,705786532653883392,585,2094
1331,705591895322394625,1278,3416
1332,705475953783398401,1023,3192
1333,705442520700944385,1826,4797
1334,705428427625635840,1879,4112
1335,705239209544720384,829,3226
1336,705223444686888960,885,2774
1337,705102439679201280,572,2314
1338,705066031337840642,667,2337
1339,704871453724954624,1229,4532
1340,704859558691414016,601,2423
1341,704847917308362754,1697,5514
1342,704819833553219584,1115,2849
1343,704761120771465216,3199,7150
1344,704499785726889984,1103,3169
1345,704491224099647488,95,824
1346,704480331685040129,1173,3663
1347,704364645503647744,3919,8656
1348,704347321748819968,386,1704
1349,704134088924532736,510,1626
1350,704113298707505153,619,1998
1351,704054845121142784,1007,3151
1352,703774238772166656,514,1985
1353,703769065844768768,1253,3555
1354,703631701117943808,761,2793
1355,703611486317502464,1678,4158
1356,703425003149250560,1527,4097
1357,703407252292673536,766,2653
1358,703382836347330562,1261,3777
1359,703356393781329922,426,2048
1360,703268521220972544,610,2115
1361,703079050210877440,3412,7947
1362,703041949650034688,13878,28503
1363,702932127499816960,799,2780
1364,702899151802126337,499,1740
1365,702684942141153280,1192,3463
1366,702671118226825216,619,2361
1367,702598099714314240,3629,11139
1368,702539513671897089,1064,3085
1369,702332542343577600,1713,3446
1370,702321140488925184,1138,3544
1371,702276748847800320,842,2659
1372,702217446468493312,1483,5185
1373,701981390485725185,1088,3701
1374,701952816642965504,1126,4113
1375,701889187134500865,1520,3839
1376,701805642395348998,1867,3693
1377,701601587219795968,511,2247
1378,701570477911896070,1033,3030
1379,701545186879471618,669,2855
1380,701214700881756160,5678,13235
1381,700890391244103680,637,2397
1382,700864154249383937,674,2790
1383,700847567345688576,551,2615
1384,700796979434098688,1058,2622
1385,700747788515020802,10382,24687
1386,700518061187723268,886,2835
1387,700505138482569216,631,2448
1388,700462010979500032,1994,4469
1389,700167517596164096,824,2854
1390,700151421916807169,736,2416
1391,700143752053182464,3058,8134
1392,700062718104104960,763,2839
1393,700029284593901568,644,2225
1394,700002074055016451,1492,3568
1395,699801817392291840,1072,3287
1396,699788877217865730,545,2425
1397,699779630832685056,1371,2988
1398,699775878809702401,671,2108
1399,699691744225525762,5073,11056
1400,699446877801091073,2889,6386
1401,699434518667751424,567,2342
1402,699423671849451520,370,1477
1403,699413908797464576,682,2220
1404,699370870310113280,488,2021
1405,699323444782047232,964,3401
1406,699088579889332224,699,2408
1407,699079609774645248,726,2631
1408,699072405256409088,1308,3242
1409,699060279947165696,2011,4081
1410,699036661657767936,1319,2817
1411,698989035503689728,1086,3656
1412,698953797952008193,997,2917
1413,698907974262222848,683,2736
1414,698710712454139905,757,2669
1415,698703483621523456,419,1567
1416,698635131305795584,375,1380
1417,698549713696649216,687,2496
1418,698355670425473025,500,2011
1419,698342080612007937,1053,2446
1420,698262614669991936,2231,5120
1421,698195409219559425,6607,18109
1422,698178924120031232,814,3033
1423,697995514407682048,365,1639
1424,697990423684476929,1425,3545
1425,697943111201378304,760,2582
1426,697881462549430272,1313,3255
1427,697630435728322560,597,1879
1428,697616773278015490,1121,3403
1429,697596423848730625,1395,3262
1430,697575480820686848,558,2204
1431,697516214579523584,1252,2235
1432,697482927769255936,751,2608
1433,697463031882764288,1524,3685
1434,697270446429966336,2054,5036
1435,697259378236399616,1106,3552
1436,697255105972801536,1286,3256
1437,697242256848379904,737,2711
1438,696900204696625153,1134,3447
1439,696894894812565505,746,2537
1440,696886256886657024,1982,5222
1441,696877980375769088,786,2638
1442,696754882863349760,392,1585
1443,696744641916489729,1051,2250
1444,696713835009417216,729,2564
1445,696518437233913856,1858,4208
1446,696490539101908992,166,1319
1447,696488710901260288,1144,2743
1448,696405997980676096,1258,3467
1449,696100768806522880,734,2089
1450,695816827381944320,1292,3235
1451,695794761660297217,862,3432
1452,695767669421768709,830,2021
1453,695629776980148225,2335,4933
1454,695446424020918272,1997,4697
1455,695409464418041856,3943,9292
1456,695314793360662529,1637,3928
1457,695095422348574720,675,2834
1458,695074328191332352,1217,3061
1459,695064344191721472,666,1733
1460,695051054296211456,875,2867
1461,694925794720792577,1016,2907
1462,694905863685980160,1037,2989
1463,694669722378485760,15957,38212
1464,694356675654983680,321,1626
1465,694352839993344000,687,2200
1466,694342028726001664,543,1700
1467,694329668942569472,553,2167
1468,694206574471057408,2254,4515
1469,694183373896572928,1026,3178
1470,694001791655137281,1155,3641
1471,693993230313091072,449,2017
1472,693942351086120961,408,1863
1473,693647888581312512,659,2912
1474,693644216740769793,143,1447
1475,693642232151285760,461,2742
1476,693629975228977152,883,2638
1477,693622659251335168,409,1657
1478,693590843962331137,2179,5467
1479,693582294167244802,284,1775
1480,693486665285931008,686,1904
1481,693280720173801472,1376,3613
1482,693267061318012928,906,2566
1483,693262851218264065,558,2407
1484,693231807727280129,812,3077
1485,693155686491000832,3552,8521
1486,693109034023534592,676,1852
1487,693095443459342336,512,2017
1488,692919143163629568,826,2881
1489,692905862751522816,977,2631
1490,692901601640583168,669,1937
1491,692894228850999298,893,2463
1492,692828166163931137,973,3099
1493,692752401762250755,4034,7365
1494,692568918515392513,1700,4660
1495,692535307825213440,1502,3445
1496,692530551048294401,467,1987
1497,692423280028966913,257,1589
1498,692417313023332352,3837,10103
1499,692187005137076224,911,2715
1500,692158366030913536,885,2322
1501,692142790915014657,433,1762
1502,692041934689402880,1405,3660
1503,692017291282812928,1063,3091
1504,691820333922455552,1826,4249
1505,691793053716221953,4646,8778
1506,691756958957883396,1142,3126
1507,691675652215414786,565,2084
1508,691483041324204033,640,2552
1509,691459709405118465,1274,4381
1510,691444869282295808,941,2857
1511,691416866452082688,8478,20899
1512,691321916024623104,733,2783
1513,691096613310316544,1000,3199
1514,691090071332753408,378,1839
1515,690989312272396288,3196,6387
1516,690959652130045952,1391,3849
1517,690938899477221376,2212,4468
1518,690932576555528194,1124,3547
1519,690735892932222976,1418,4065
1520,690728923253055490,580,2333
1521,690690673629138944,879,2501
1522,690649993829576704,314,1409
1523,690607260360429569,19,313
1524,690597161306841088,669,2118
1525,690400367696297985,500,2007
1526,690374419777196032,961,3498
1527,690360449368465409,985,2870
1528,690348396616552449,560,1615
1529,690248561355657216,460,1815
1530,690021994562220032,1150,3015
1531,690015576308211712,816,2696
1532,690005060500217858,1869,3937
1533,689999384604450816,415,1533
1534,689993469801164801,510,1583
1535,689977555533848577,491,1471
1536,689905486972461056,771,2609
1537,689877686181715968,1317,3248
1538,689835978131935233,837,2335
1539,689661964914655233,1023,3442
1540,689659372465688576,4316,11229
1541,689623661272240129,726,2420
1542,689599056876867584,6115,12554
1543,689557536375177216,509,2218
1544,689517482558820352,1581,3660
1545,689289219123089408,1033,2428
1546,689283819090870273,1226,3553
1547,689280876073582592,799,2159
1548,689275259254616065,275,1248
1549,689255633275777024,1193,2766
1550,689154315265683456,1112,3303
1551,689143371370250240,575,2190
1552,688916208532455424,962,2942
1553,688908934925697024,857,2274
1554,688898160958271489,874,2270
1555,688894073864884227,777,2408
1556,688828561667567616,412,1478
1557,688804835492233216,219,1029
1558,688789766343622656,736,2387
1559,688547210804498433,776,2809
1560,688519176466644993,807,2482
1561,688385280030670848,4934,10037
1562,688211956440801280,930,2393
1563,688179443353796608,653,2284
1564,688116655151435777,870,3043
1565,688064179421470721,401,1847
1566,687841446767013888,2813,5905
1567,687826841265172480,1260,2944
1568,687818504314159109,1065,2705
1569,687807801670897665,776,2583
1570,687732144991551489,731,1898
1571,687704180304273409,937,2630
1572,687664829264453632,570,2093
1573,687494652870668288,641,2067
1574,687480748861947905,277,1724
1575,687476254459715584,602,2140
1576,687460506001633280,601,2200
1577,687399393394311168,692,2044
1578,687317306314240000,10176,21718
1579,687312378585812992,2111,4695
1580,687127927494963200,2534,5907
1581,687124485711986689,560,2332
1582,687109925361856513,2745,6262
1583,687102708889812993,1099,2519
1584,687096057537363968,680,2415
1585,686947101016735744,3517,9280
1586,686760001961103360,1525,3792
1587,686749460672679938,1631,3751
1588,686730991906516992,1326,4482
1589,686683045143953408,893,3021
1590,686618349602762752,1510,3976
1591,686606069955735556,599,2034
1592,686394059078897668,757,1894
1593,686386521809772549,981,3499
1594,686377065986265092,626,2390
1595,686358356425093120,757,2368
1596,686286779679375361,1853,4324
1597,686050296934563840,817,2381
1598,686035780142297088,134,1253
1599,686034024800862208,1304,3362
1600,686007916130873345,464,2667
1601,686003207160610816,712,1965
1602,685973236358713344,595,2282
1603,685943807276412928,682,1770
1604,685906723014619143,3232,8126
1605,685681090388975616,140,2186
1606,685667379192414208,644,2522
1607,685663452032069632,1622,3500
1608,685641971164143616,862,3163
1609,685547936038666240,17391,35598
1610,685532292383666176,1278,3280
1611,685325112850124800,4438,10271
1612,685321586178670592,719,2866
1613,685315239903100929,1204,3614
1614,685307451701334016,487,2223
1615,685268753634967552,1342,3353
1616,685198997565345792,742,2506
1617,685169283572338688,1590,4414
1618,684969860808454144,428,2469
1619,684959798585110529,3468,7181
1620,684940049151070208,1162,3466
1621,684926975086034944,533,3785
1622,684914660081053696,1625,3784
1623,684902183876321280,594,2018
1624,684880619965411328,918,2258
1625,684830982659280897,23963,37892
1626,684800227459624960,1096,2927
1627,684594889858887680,3929,9661
1628,684588130326986752,1563,4438
1629,684567543613382656,1381,3257
1630,684538444857667585,1067,2864
1631,684481074559381504,1297,4173
1632,684460069371654144,616,2129
1633,684241637099323392,3656,8826
1634,684225744407494656,235,1340
1635,684222868335505415,1533,4152
1636,684200372118904832,1145,2348
1637,684195085588783105,578,2065
1638,684188786104872960,1309,3756
1639,684177701129875456,747,2181
1640,684147889187209216,1660,3204
1641,684122891630342144,527,2141
1642,684097758874210310,1592,4438
1643,683857920510050305,1235,4094
1644,683852578183077888,391,2074
1645,683849932751646720,1090,2826
1646,683834909291606017,1233,2831
1647,683828599284170753,1167,2997
1648,683773439333797890,1500,3616
1649,683742671509258241,3705,7042
1650,683515932363329536,3223,7939
1651,683498322573824003,1065,3409
1652,683481228088049664,1095,2834
1653,683462770029932544,747,2630
1654,683449695444799489,1782,4208
1655,683391852557561860,2641,8206
1656,683357973142474752,1042,3176
1657,683142553609318400,1154,3100
1658,683111407806746624,1016,3674
1659,683098815881154561,721,2329
1660,683078886620553216,623,2136
1661,683030066213818368,810,2325
1662,682962037429899265,18587,40007
1663,682808988178739200,206,1911
1664,682788441537560576,1240,2659
1665,682750546109968385,483,1638
1666,682697186228989953,395,1412
1667,682662431982772225,1185,3286
1668,682638830361513985,665,2220
1669,682429480204398592,1286,3701
1670,682406705142087680,1962,8178
1671,682393905736888321,755,2393
1672,682389078323662849,513,1794
1673,682303737705140231,1107,3319
1674,682259524040966145,1355,4501
1675,682242692827447297,1311,3510
1676,682088079302213632,11014,19781
1677,682059653698686977,1881,5355
1678,682047327939461121,1069,3470
1679,682032003584274432,2239,7092
1680,682003177596559360,1693,3390
1681,681981167097122816,1138,2982
1682,681891461017812993,928,2652
1683,681694085539872773,4477,13776
1684,681679526984871937,492,1893
1685,681654059175129088,1026,2852
1686,681610798867845120,522,2066
1687,681579835668455424,1453,3824
1688,681523177663676416,6473,15470
1689,681340665377193984,309,1773
1690,681339448655802368,4507,10023
1691,681320187870711809,846,2874
1692,681302363064414209,2032,4263
1693,681297372102656000,1066,3432
1694,681281657291280384,1225,3466
1695,681261549936340994,301,1563
1696,681242418453299201,609,1611
1697,681231109724700672,532,2576
1698,681193455364796417,1651,4000
1699,680970795137544192,731,2618
1700,680959110691590145,2204,4908
1701,680940246314430465,1182,3474
1702,680934982542561280,487,2236
1703,680913438424612864,691,2568
1704,680889648562991104,409,1902
1705,680836378243002368,1485,3711
1706,680805554198020098,737,2331
1707,680801747103793152,912,2555
1708,680798457301471234,1158,3080
1709,680609293079592961,793,2836
1710,680583894916304897,1483,3884
1711,680497766108381184,2126,4565
1712,680494726643068929,533,1844
1713,680473011644985345,829,2726
1714,680440374763077632,554,1556
1715,680221482581123072,323,1567
1716,680206703334408192,1300,3052
1717,680191257256136705,568,2307
1718,680176173301628928,1732,4199
1719,680161097740095489,811,2490
1720,680145970311643136,1928,3889
1721,680130881361686529,1054,2472
1722,680115823365742593,1010,2916
1723,680100725817409536,1517,3831
1724,680085611152338944,9841,13745
1725,680070545539371008,970,2769
1726,680055455951884288,7899,17975
1727,679877062409191424,709,2119
1728,679872969355714560,732,2325
1729,679862121895714818,688,2642
1730,679854723806179328,1364,3094
1731,679844490799091713,866,2551
1732,679828447187857408,15508,39055
1733,679777920601223168,1248,3326
1734,679736210798047232,889,2264
1735,679729593985699840,913,2326
1736,679722016581222400,523,1782
1737,679530280114372609,2294,5128
1738,679527802031484928,806,2852
1739,679511351870550016,1427,3636
1740,679503373272485890,1640,3413
1741,679475951516934144,710,2256
1742,679462823135686656,20843,34213
1743,679405845277462528,1340,2562
1744,679158373988876288,8986,23146
1745,679148763231985668,1140,2981
1746,679132435750195208,1285,3190
1747,679111216690831360,2838,6412
1748,679062614270468097,9116,18401
1749,679047485189439488,760,2428
1750,679001094530465792,1362,3032
1751,678991772295516161,1299,2503
1752,678969228704284672,514,1764
1753,678800283649069056,996,2763
1754,678798276842360832,1316,3743
1755,678774928607469569,1018,2991
1756,678767140346941444,1521,3791
1757,678764513869611008,530,1751
1758,678755239630127104,3667,7675
1759,678740035362037760,1894,4031
1760,678708137298427904,2696,5976
1761,678675843183484930,1645,3086
1762,678643457146150913,479,2211
1763,678446151570427904,1748,4283
1764,678424312106393600,2822,5824
1765,678410210315247616,2017,4558
1766,678399652199309312,30224,61391
1767,678396796259975168,466,1706
1768,678389028614488064,464,2002
1769,678380236862578688,996,2611
1770,678341075375947776,594,1863
1771,678334497360859136,295,1395
1772,678278586130948096,6702,12313
1773,678255464182861824,409,1698
1774,678023323247357953,431,2062
1775,678021115718029313,7009,14746
1776,677961670166224897,1846,3647
1777,677918531514703872,448,1446
1778,677895101218201600,2338,5185
1779,677716515794329600,1078,3271
1780,677700003327029250,1581,3629
1781,677698403548192770,354,1309
1782,677687604918272002,928,2640
1783,677673981332312066,1644,3572
1784,677662372920729601,1074,2094
1785,677644091929329666,874,2010
1786,677573743309385728,807,2288
1787,677565715327688705,505,1382
1788,677557565589463040,1285,2615
1789,677547928504967168,3992,7427
1790,677530072887205888,246,1140
1791,677335745548390400,1973,3271
1792,677334615166730240,325,1453
1793,677331501395156992,261,1168
1794,677328882937298944,1651,3881
1795,677314812125323265,596,1761
1796,677301033169788928,456,1333
1797,677269281705472000,777,2126
1798,677228873407442944,1799,3781
1799,677187300187611136,1008,2924
1800,676975532580409345,1177,2961
1801,676957860086095872,891,2352
1802,676949632774234114,435,1386
1803,676948236477857792,961,2312
1804,676946864479084545,416,1818
1805,676942428000112642,842,2217
1806,676936541936185344,5401,13575
1807,676916996760600576,1966,3173
1808,676897532954456065,801,2396
1809,676864501615042560,785,2241
1810,676821958043033607,17181,24658
1811,676819651066732545,726,1921
1812,676811746707918848,463,1510
1813,676776431406465024,2200,5303
1814,676617503762681856,1085,3092
1815,676613908052996102,213,1157
1816,676606785097199616,483,2006
1817,676603393314578432,431,1252
1818,676593408224403456,2365,4873
1819,676590572941893632,139,979
1820,676588346097852417,873,2485
1821,676582956622721024,308,1286
1822,676575501977128964,1235,2760
1823,676533798876651520,607,1999
1824,676496375194980353,588,1608
1825,676470639084101634,5119,12421
1826,676440007570247681,734,1831
1827,676430933382295552,377,1486
1828,676263575653122048,594,2203
1829,676237365392908289,328,1300
1830,676219687039057920,33953,79133
1831,676215927814406144,645,1846
1832,676191832485810177,1123,2424
1833,676146341966438401,726,2047
1834,676121918416756736,1273,2289
1835,676101918813499392,1261,2983
1836,676098748976615425,1574,3209
1837,676089483918516224,469,1402
1838,675898130735476737,637,1744
1839,675891555769696257,953,2267
1840,675888385639251968,1047,2536
1841,675878199931371520,1544,4441
1842,675870721063669760,619,1747
1843,675853064436391936,1424,2865
1844,675849018447167488,167,1000
1845,675845657354215424,974,2432
1846,675822767435051008,579,1620
1847,675820929667219457,252,1119
1848,675798442703122432,3700,10895
1849,675781562965868544,518,1712
1850,675740360753160193,379,1234
1851,675710890956750848,904,2009
1852,675707330206547968,754,2111
