,id,retweet_count,favorite_count
354,831262627380748289,2299,12868
355,830956169170665475,1687,8615
356,830583320585068544,18866,72396
357,830173239259324417,6393,0
358,830097400375152640,3377,10644
359,829878982036299777,5623,0
360,829861396166877184,2200,13255
361,829501995190984704,11894,34350
362,829449946868879360,2281,11354
363,829374341691346946,10465,37547
364,829141528400556032,8320,26568
365,829011960981237760,18200,57391
366,828801551087042563,3816,0
367,828770345708580865,6598,27695
368,828708714936930305,12587,39654
369,828650029636317184,1506,10308
370,828409743546925057,1285,6809
371,828408677031882754,1436,8291
372,828381636999917570,2490,13679
373,828376505180889089,1191,8010
374,828372645993398273,3276,13570
375,828361771580813312,192,2370
376,828046555563323392,3202,12761
377,828011680017821696,2398,11225
378,827933404142436356,5873,21863
379,827653905312006145,3363,16762
380,827600520311402496,1056,8043
381,827324948884643840,3427,17230
382,null,null,null
383,827199976799354881,2516,11486
384,826958653328592898,5623,23425
385,826848821049180160,11553,39685
386,826615380357632002,4434,0
387,826598799820865537,288,5559
388,826598365270007810,2640,10941
389,826476773533745153,4714,19998
390,826240494070030336,2910,14404
391,826204788643753985,1055,5288
392,826115272272650244,3525,17040
393,825876512159186944,2102,11359
394,825829644528148480,2797,13832
395,825535076884762624,19337,56532
396,825147591692263424,5143,19897
397,825120256414846976,1448,0
398,825026590719483904,1448,6910
399,824796380199809024,6175,0
400,824775126675836928,3967,16281
401,824663926340194305,1953,10948
402,824325613288833024,11653,12815
403,824297048279236611,4356,16358
404,824025158776213504,667,5189
405,823939628516474880,3052,11581
406,823719002937630720,12690,0
407,823699002998870016,2714,13660
408,823581115634085888,2984,14184
409,823333489516937216,29,761
410,823322678127919110,4539,17162
411,823269594223824897,11124,0
412,822975315408461824,3876,18852
413,822872901745569793,49560,144133
414,822859134160621569,2570,14388
415,822647212903690241,7224,0
416,822610361945911296,3342,16078
417,822489057087389700,7224,19793
418,822462944365645825,16702,31254
419,822244816520155136,11124,38235
420,822163064745328640,5445,0
421,821886076407029760,2640,12390
422,821813639212650496,3765,0
423,821765923262631936,1869,9202
424,821522889702862852,1992,8738
425,821421320206483457,6315,0
426,821407182352777218,4924,12873
427,821153421864615936,10,276
428,821149554670182400,2271,9543
429,821107785811234820,2413,10483
430,821044531881721856,2584,13821
431,820837357901512704,7559,0
432,820749716845686786,11242,34467
433,820690176645140481,3640,13343
434,820494788566847489,638,0
435,820446719150292993,2914,0
436,820314633777061888,638,3652
437,820078625395449857,7096,21625
438,820013781606658049,1334,0
439,819952236453363712,1334,5819
440,819924195358416896,5478,14043
441,819711362133872643,3539,14673
442,819588359383371776,2221,10450
443,819347104292290561,1358,7890
444,819238181065359361,454,2503
445,819227688460238848,7559,25237
446,819015337530290176,41327,0
447,819015331746349057,21336,0
448,819006400881917954,21336,49256
449,819004803107983360,41327,94177
450,818646164899774465,23544,0
451,818627210458333184,8396,24244
452,818614493328580609,2917,10788
453,818588835076603904,6966,0
454,818536468981415936,2804,11943
455,818307523543449600,9184,0
456,818259473185828864,2571,12023
457,818145370475810820,2940,13459
458,817908911860748288,891,5282
459,817827839487737858,30662,56767
460,817777686764523521,3013,11711
461,817536400337801217,3433,12913
462,817502432452313088,3837,0
463,817423860136083457,17034,37541
464,817415592588222464,1093,6145
465,817181837579653120,9646,0
466,817171292965273600,2273,9540
467,817120970343411712,2962,13264
468,817056546584727552,1874,9377
469,816829038950027264,5357,0
470,816816676327063552,2312,10920
471,816697700272001025,2488,10738
472,816450570814898180,9184,33483
473,816336735214911488,2219,9418
474,816091915477250048,2441,9774
475,816062466425819140,1184,0
476,816014286006976512,6028,0
477,815990720817401858,1184,5462
478,815966073409433600,9646,24646
479,815745968457060357,4679,0
480,815736392542261248,2570,10776
481,815639385530101762,1866,9021
482,815390420867969024,4302,11309
483,814986499976527872,1472,8356
484,814638523311648768,3071,12340
485,814578408554463233,6607,0
486,814530161257443328,2105,9504
487,814153002265309185,9861,31502
488,813944609378369540,3661,0
489,813910438903693312,2136,10180
490,813812741911748608,15901,39791
491,813800681631023104,2010,9160
492,813217897535406080,8268,20475
493,813202720496779264,2042,10054
494,813187593374461952,4951,21733
495,813172488309972993,2180,10236
496,813157409116065792,2511,8474
497,813142292504645637,2670,9219
498,813130366689148928,500,4890
499,813127251579564032,3565,13034
500,813112105746448384,3141,11330
501,813096984823349248,4110,11522
502,813081950185472002,3143,10827
503,813066809284972545,2209,8726
504,813051746834595840,8309,22973
505,812781120811126785,2163,8284
506,812747805718642688,7899,0
507,812709060537683968,1628,7266
508,812503143955202048,1392,6680
509,812466873996607488,2186,8778
510,812372279581671427,4169,15010
511,811985624773361665,1593,7975
512,811744202451197953,1831,8281
513,811647686436880384,842,6118
514,811627233043480576,3560,14052
515,811386762094317568,7261,22933
516,810984652412424192,1624,5857
517,810896069567610880,2036,9944
518,810657578271330305,2998,12029
519,810284430598270976,13015,38982
520,810254108431155201,3816,16131
521,809920764300447744,4434,16994
522,809808892968534016,5578,0
523,809448704142938112,1667,7606
524,809220051211603969,6393,21896
525,809084759137812480,3978,14479
526,808838249661788160,3451,11089
527,808733504066486276,2454,8670
528,808501579447930884,2942,12391
529,808344865868283904,23544,46622
530,808134635716833280,6792,0
531,808106460588765185,2470,9570
532,808001312164028416,4011,13796
533,807621403335917568,4183,16016
534,807106840509214720,61657,123591
535,807059379405148160,8328,0
536,807010152071229440,4332,14309
537,806629075125202948,39825,82752
538,806620845233815552,6275,0
539,806576416489959424,2191,5303
540,806542213899489280,2700,11217
541,806242860592926720,13296,0
542,806219024703037440,1366,7041
543,805958939288408065,6107,0
544,805932879469572096,2156,9078
545,805826884734976000,2080,7228
546,805823200554876929,9172,0
547,805520635690676224,1878,6291
548,805487436403003392,2870,9626
549,805207613751304193,1927,8549
550,804738756058218496,4377,15114
551,804475857670639616,2296,6768
552,804413760345620481,3650,0
553,804026241225523202,18456,49047
554,803773340896923648,3147,11052
555,803692223237865472,8478,0
556,803638050916102144,4714,12074
557,803380650405482500,2119,8500
558,803321560782307329,6077,0
559,803276597545603072,2809,11044
560,802952499103731712,2279,9932
561,802624713319034886,3327,0
562,802600418706604034,1670,7835
563,802572683846291456,2855,9828
564,802323869084381190,6655,17868
565,802265048156610565,1545,6967
566,null,null,null
567,802239329049477120,2961,9971
568,802185808107208704,306,0
569,801958328846974976,1940,8485
570,801854953262350336,265,1933
571,801538201127157760,2341,9005
572,801285448605831168,942,6674
573,801167903437357056,6792,26970
574,801127390143516673,4526,0
575,801115127852503040,2369,8876
576,800859414831898624,111,764
577,800855607700029440,1852,0
578,800751577355128832,3151,11540
579,800513324630806528,3422,14470
580,800459316964663297,2436,10386
581,800443802682937345,4929,0
582,800388270626521089,3185,12266
583,800188575492947969,4477,0
584,800141422401830912,2914,16838
585,800018252395122689,15014,31280
586,799774291445383169,5356,0
587,799757965289017345,2458,9258
588,799422933579902976,2172,8842
589,799308762079035393,6321,0
590,799297110730567681,3164,10905
591,799063482566066176,2799,8910
592,798933969379225600,5096,14500
593,798925684722855936,1636,8159
594,798705661114773508,7530,0
595,798701998996647937,8902,0
596,798697898615730177,7430,0
597,798694562394996736,5678,0
598,798686750113755136,2641,0
599,798682547630837760,5401,0
600,798673117451325440,6346,0
601,798665375516884993,4430,0
602,798644042770751489,2108,0
603,798628517273620480,2232,0
604,798585098161549313,6505,0
605,798576900688019456,6720,0
606,798340744599797760,3834,0
607,798209839306514432,2900,11398
608,797971864723324932,3577,12823
609,797545162159308800,5515,15976
610,797236660651966464,7551,22013
611,797165961484890113,32,254
612,796904159865868288,10176,0
613,796865951799083009,2155,8438
614,796759840936919040,3493,13076
615,796563435802726400,8343,0
616,796484825502875648,2006,8348
617,796387464403357696,4742,12140
618,796177847564038144,16286,0
619,796149749086875649,16286,35654
620,796125600683540480,2035,5442
621,796116448414461957,2753,10003
622,796080075804475393,2632,9304
623,796031486298386433,4204,11891
624,795464331001561088,27137,54915
625,795400264262053889,3259,11124
626,795076730285391872,6175,17876
627,794983741416415232,3839,0
628,794926597468000259,2636,11318
629,794355576146903043,11741,0
630,794332329137291264,3013,10523
631,794205286408003585,3795,10154
632,793962221541933056,5578,18565
633,793845145112371200,2137,10141
634,793614319594401792,3572,0
635,793601777308463104,1864,8787
636,793500921481273345,2716,11774
637,793286476301799424,10467,27143
638,793271401113350145,2688,9515
639,793256262322548741,9485,22019
640,793241302385262592,3732,11602
641,793226087023144960,3260,10832
642,793210959003287553,3221,9835
643,793195938047070209,6393,16816
644,793180763617361921,2254,7615
645,793165685325201412,3172,10350
646,793150605191548928,1952,6791
647,793135492858580992,2830,7107
648,793120401413079041,4448,13971
649,792913359805018113,4591,15813
650,792883833364439040,4864,12463
651,792773781206999040,1917,8087
652,792394556390137856,4887,14881
653,792050063153438720,2040,7911
654,791821351946420224,23963,0
655,791784077045166082,11014,0
656,791780927877898241,4332,0
657,791774931465953280,25307,49640
658,791672322847637504,3572,12947
659,791406955684368384,4679,14459
660,791312159183634433,2894,9687
661,791026214425268224,4704,0
662,790987426131050500,2426,10919
663,790946055508652032,5357,18295
664,790723298204217344,2642,0
665,790698755171364864,2162,9035
666,790581949425475584,8152,22775
667,790337589677002753,2127,8627
668,790277117346975746,3661,13844
669,790227638568808452,4082,0
670,789986466051088384,2642,10218
671,789960241177853952,4738,0
672,789903600034189313,4713,11453
673,789628658055020548,2028,8312
674,789599242079838210,2206,7486
675,789530877013393408,3839,12961
676,789314372632018944,2616,9483
677,789280767834746880,5624,0
678,789268448748703744,2950,10047
679,789137962068021249,3175,10693
680,788908386943430656,14127,30157
681,788765914992902144,11741,30240
682,788552643979468800,8222,0
683,788412144018661376,6045,17187
684,788178268662984705,2431,7977
685,788150585577050112,1485,6768
686,788070120937619456,3879,0
687,788039637453406209,1504,6754
688,787810552592695296,3473,9568
689,787717603741622272,3167,11249
690,787397959788929025,3221,11929
691,787322443945877504,1988,8586
692,787111942498508800,7616,0
693,786963064373534720,9121,29236
694,786729988674449408,2752,0
695,786709082849828864,6915,19990
696,786664955043049472,2929,11760
697,786595970293370880,3524,10352
698,786363235746385920,3979,12002
699,786286427768250368,3262,8793
700,786233965241827333,5445,16890
701,786051337297522688,176,1586
702,786036967502913536,8026,0
703,785927819176054784,3580,12510
704,785872687017132033,2072,7353
705,785639753186217984,2512,8586
706,785533386513321988,2284,10030
707,785515384317313025,1437,6706
708,785264754247995392,1863,8002
709,785170936622350336,5526,13304
710,784826020293709826,3650,11162
711,784517518371221505,2879,9867
712,784431430411685888,1449,6242
713,784183165795655680,9172,22139
714,784057939640352768,12690,32918
715,783839966405230592,12308,33104
716,783821107061198850,2227,8094
717,783695101801398276,3652,11476
718,783466772167098368,2558,9313
719,783391753726550016,6274,18581
720,783347506784731136,6380,0
721,783334639985389568,13296,32138
722,783085703974514689,2509,8952
723,782969140009107456,8328,26527
724,782747134529531904,1575,8192
725,782722598790725632,6107,18955
726,782598640137187329,2139,8571
727,782305867769217024,6316,18323
728,782021823840026624,7090,0
729,781955203444699136,3820,12183
730,781661882474196992,3074,11449
731,781655249211752448,1263,4395
732,781524693396357120,6275,22811
733,781308096455073793,2889,7843
734,781251288990355457,2387,9281
735,781163403222056960,3088,10713
736,780931614150983680,8343,23762
737,780858289093574656,2260,7892
738,780800785462489090,1470,6057
739,780601303617732608,3765,13284
740,780543529827336192,1970,6925
741,780496263422808064,4219,0
742,780476555013349377,134,0
743,780459368902959104,1203,5797
744,780192070812196864,2534,9565
745,780092040432480260,2607,0
746,780074436359819264,5667,13464
747,779834332596887552,8026,20917
748,779377524342161408,3530,9685
749,779124354206535695,20843,0
750,779123168116150273,4125,12960
751,779056095788752897,5118,16229
752,778990705243029504,8255,21978
753,778774459159379968,11276,0
754,778764940568104960,414,941
755,778748913645780993,1519,7575
756,778650543019483137,1693,6343
757,778624900596654080,1142,5105
758,778408200802557953,4913,14934
759,778396591732486144,13878,0
760,778383385161035776,1247,6416
761,778286810187399168,3748,11381
762,778039087836069888,2989,9300
763,778027034220126208,1839,7201
764,777953400541634568,3984,0
765,777885040357281792,1857,6971
766,777684233540206592,3327,12321
767,777641927919427584,4823,0
768,777621514455814149,2822,9593
769,777189768882946048,4891,15690
770,776819012571455488,15508,0
771,776813020089548800,1370,5352
772,776477788987613185,3166,9718
773,776249906839351296,10382,0
774,776218204058357768,18068,32848
775,776201521193218049,2841,10511
776,776113305656188928,4929,12887
777,776088319444877312,173,2008
778,775898661951791106,17484,0
779,775842724423557120,3032,12823
780,775733305207554048,4526,15181
781,775729183532220416,5189,14149
782,775364825476165632,3376,8166
783,775350846108426240,4432,11127
784,null,null,null
785,775085132600442880,5356,17023
786,774757898236878852,1987,9335
787,774639387460112384,1964,7374
788,774314403806253056,6321,23829
789,773985732834758656,4382,11749
790,773922284943896577,1951,6995
791,773704687002451968,1843,7203
792,773670353721753600,1464,5838
793,773547596996571136,6966,24135
794,773336787167145985,5772,0
795,773308824254029826,8452,25403
796,773247561583001600,3616,10251
797,773191612633579521,4631,10925
798,772877495989305348,4391,9394
799,772826264096874500,2615,8719
800,772615324260794368,3809,0
801,772581559778025472,1918,7091
802,772193107915964416,1566,6567
803,772152991789019136,1269,4124
804,772117678702071809,825,4096
805,772114945936949249,531,2963
806,772102971039580160,1046,4384
807,771908950375665664,2129,7188
808,771770456517009408,3834,13142
809,771500966810099713,2948,9035
810,771380798096281600,5772,11540
811,771171053431250945,8518,0
812,771136648247640064,3284,10062
813,771102124360998913,1616,6794
814,771014301343748096,1868,7534
815,771004394259247104,248,0
816,770787852854652928,1378,5417
817,770772759874076672,1587,5671
818,770743923962707968,51318,0
819,770655142660169732,1971,8011
820,770414278348247044,2323,6877
821,770293558247038976,1676,6812
822,770093767776997377,3431,0
823,770069151037685760,2594,8271
824,769940425801170949,10863,34403
825,769695466921623552,1875,6990
826,769335591808995329,8650,0
827,769212283578875904,1925,5905
828,768970937022709760,7381,15758
829,768909767477751808,3058,0
830,768855141948723200,1012,4587
831,768609597686943744,1358,4496
832,768596291618299904,1438,5503
833,768554158521745409,6558,0
834,768473857036525572,3865,14866
835,768193404517830656,3984,11920
836,767884188863397888,1586,5206
837,767754930266464257,6077,17526
838,767500508068192258,2635,8163
839,767191397493538821,4297,13417
840,767122157629476866,3201,11046
841,766864461642756096,6366,0
842,766793450729734144,1532,5553
843,766714921925144576,429,2833
844,766693177336135680,891,4413
845,766423258543644672,1786,6581
846,766313316352462849,2121,7396
847,766078092750233600,2910,0
848,766069199026450432,982,4676
849,766008592277377025,561,4072
850,765719909049503744,2421,7888
851,765669560888528897,1375,5661
852,765395769549590528,3801,28578
853,765371061932261376,2420,7730
854,765222098633691136,3809,12691
855,764857477905154048,1983,6988
856,764259802650378240,1708,6603
857,763956972077010945,61,800
858,763837565564780549,4704,13792
859,763183847194451968,1666,5921
860,763167063695355904,3405,0
861,763103485927849985,2551,8024
862,762699858130116608,4082,13307
863,762471784394268675,7356,12330
864,762464539388485633,4738,11314
865,762316489655476224,1267,5267
866,762035686371364864,17534,34887
867,761976711479193600,2265,5902
868,761750502866649088,4438,0
869,761745352076779520,962,4650
870,761672994376806400,32655,54046
871,761599872357261312,1315,4504
872,761371037149827077,20095,0
873,761334018830917632,1623,5694
874,761292947749015552,1237,4879
875,761227390836215808,1736,5811
876,761004547850530816,3879,12285
877,760893934457552897,1087,4176
878,760656994973933572,2156,7212
879,760641137271070720,1450,5398
880,760539183865880579,4066,8265
881,760521673607086080,1573,4618
882,760290219849637889,12872,29181
883,760252756032651264,972,4287
884,760190180481531904,2024,6226
885,760153949710192640,37,0
886,759943073749200896,2337,6481
887,759923798737051648,6366,16007
888,759846353224826880,2220,7318
889,759793422261743616,2137,6491
890,759566828574212096,23775,0
891,759557299618865152,1315,5120
892,759447681597108224,2752,9270
893,759446261539934208,552,1821
894,759197388317847553,2173,6611
895,759159934323924993,1322,0
896,759099523532779520,4708,15816
897,759047813560868866,2257,7100
898,758854675097526272,1001,3855
899,758828659922702336,4288,12199
900,758740312047005698,1788,6240
901,758474966123810816,1109,4151
902,758467244762497024,2487,5237
903,758405701903519748,2150,5667
904,758355060040593408,1213,3732
905,758099635764359168,11276,20937
906,758041019896193024,423,2959
907,757741869644341248,3629,7491
908,757729163776290825,9116,0
909,757725642876129280,1366,4945
910,757611664640446465,1246,4957
911,757597904299253760,326,0
912,757596066325864448,1184,4744
913,757400162377592832,7613,16494
914,757393109802180609,1960,6350
915,757354760399941633,1591,4923
916,756998049151549440,2226,6823
917,756939218950160384,2240,7232
918,756651752796094464,1481,5526
919,756526248105566208,4065,11321
920,756303284449767430,1203,4300
921,756288534030475264,18275,41519
922,756275833623502848,1710,7006
923,755955933503782912,3221,7966
924,755206590534418437,6010,17918
925,755110668769038337,12381,23066
926,754874841593970688,8986,0
927,754856583969079297,2815,7480
928,754747087846248448,583,2803
929,754482103782404096,2173,5769
930,754449512966619136,823,4084
931,754120377874386944,2602,8529
932,754011816964026368,4019,9572
933,753655901052166144,2436,6360
934,753420520834629632,3991,8593
935,753398408988139520,2143,6298
936,753375668877008896,2607,8278
937,753298634498793472,6473,0
938,753294487569522689,1162,3701
939,753039830821511168,23448,40387
940,753026973505581056,1088,4224
941,752932432744185856,7616,13743
942,752917284578922496,1749,7467
943,752701944171524096,3223,0
944,752682090207055872,1798,6537
945,752660715232722944,1754,4804
946,752568224206688256,2549,6039
947,752519690950500352,3840,8027
948,752334515931054080,1235,4154
949,752309394570878976,18609,0
950,752173152931807232,2062,6471
